zip,totkbtu,avgkbtu,Total annual customers-Elec,Avg annual customers-Elec,Total annual customers-GAS,Avg annual customers- Gas,Actual Minm Customer Count
95003,580922146.6,56340.95013,123730,10310.83333,104795,8732.916667,10310.83333
95004,47020746.7,39657.64411,14228,1185.666667,5256,438,1185.666667
95005,142079108.2,66137.13871,25779,2148.25,18227,1518.916667,2148.25
95006,126306723.7,36783.90206,41205,3433.75,7315,609.5833333,3433.75
95007,21694333.66,76075.98012,3422,285.1666667,2713,226.0833333,285.1666667
95008,954892988.1,50668.20482,226152,18846,177204,14767,18846
95010,215242525.9,47047.54664,54900,4575,45531,3794.25,4575
95012,132436334.4,52963.94096,30006,2500.5,23866,1988.833333,2500.5
95013,0,0,0,0,0,0,0
95014,1227998250,58760.583,250780,20898.33333,205447,17120.58333,20898.33333
95017,2872528.68,20457.17754,1685,140.4166667,0,0,140.4166667
95018,134359024.8,52008.2674,31001,2583.416667,15055,1254.583333,2583.416667
95019,69487831.22,45256.66077,18425,1535.416667,13315,1109.583333,1535.416667
95020,1103105686,61877.21213,213928,17827.33333,184528,15377.33333,17827.33333
95023,873022244.3,57072.40062,183561,15296.75,162267,13522.25,15296.75
95030,514241649.1,100547.4686,61373,5114.416667,55641,4636.75,5114.416667
95032,733222729,71734.54823,122656,10221.33333,109112,9092.666667,10221.33333
95033,98271478.88,32895.13645,35849,2987.416667,,0,2987.416667
95035,1112940621,51064.61976,261537,21794.75,228282,19023.5,21794.75
95037,1053906941,68371.50986,184973,15414.41667,158360,13196.66667,15414.41667
95039,13841782.16,55982.94097,2967,247.25,1580,131.6666667,247.25
95041,20211992.85,62965.70981,3852,321,3694,307.8333333,321
95043,5312988.976,25431.13989,2507,208.9166667,0,0,208.9166667
95044,4576136.868,26025.42295,2110,175.8333333,,0,175.8333333
95045,66461553.42,48265.4709,16524,1377,10001,833.4166667,1377
95046,136569129.8,84645.91483,19361,1613.416667,15019,1251.583333,1613.416667
95050,442468382.1,41719.66925,0,0,127269,10605.75,10605.75
95051,708568002.9,47474.978,,0,179101,14925.08333,14925.08333
95054,250271920.3,39660.64978,,0,75724,6310.333333,6310.333333
95060,818923183,52606.0769,186805,15567.08333,143522,11960.16667,15567.08333
95062,702091282.3,54705.56976,154008,12834,141025,11752.08333,12834
95064,13223723.49,36445.7239,4354,362.8333333,4302,358.5,362.8333333
95065,148325713.6,54682.29074,32550,2712.5,22969,1914.083333,2712.5
95066,327940607,66972.21383,58760,4896.666667,46077,3839.75,4896.666667
95070,1035243100,95256.81248,130415,10867.91667,125310,10442.5,10867.91667
95073,181690659.7,58507.6591,37265,3105.416667,26962,2246.833333,3105.416667
95075,12545478.57,66028.83457,2280,190,1835,152.9166667,190
95076,1070917390,49479.09982,259726,21643.83333,202015,16834.58333,21643.83333
95110,253398563.8,39352.69529,77270,6439.166667,48835,4069.583333,6439.166667
95111,749531327.5,54724.96246,164356,13696.33333,134477,11206.41667,13696.33333
95112,776061083.1,41598.47144,223872,18656,150549,12545.75,18656
95113,33421098.53,27199.26635,14745,1228.75,1610,134.1666667,1228.75
95116,599502414,48361.59436,148755,12396.25,129975,10831.25,12396.25
95117,516402358.6,46201.5441,134126,11177.16667,104064,8672,11177.16667
95118,627230400,54503.46351,138097,11508.08333,120472,10039.33333,11508.08333
95119,192481697.3,61285.26539,37689,3140.75,34897,2908.083333,3140.75
95120,985105071.9,77982.31312,151589,12632.41667,143744,11978.66667,12632.41667
95121,563993781,61866.86203,109395,9116.25,104167,8680.583333,9116.25
95122,654170555.7,53399.1352,147007,12250.58333,121599,10133.25,12250.58333
95123,1243361080,55309.86164,269759,22479.91667,227870,18989.16667,22479.91667
95124,1052696918,61839.37992,204277,17023.08333,192443,16036.91667,17023.08333
95125,1230142786,62323.31507,236857,19738.08333,207684,17307,19738.08333
95126,606002228.2,41343.9388,175891,14657.58333,109597,9133.083333,14657.58333
95127,926631604.6,60026.66351,185244,15437,169338,14111.5,15437
95128,648246763.4,47869.05732,162505,13542.08333,127059,10588.25,13542.08333
95129,740933240.1,51683.10081,172033,14336.08333,132137,11011.41667,14336.08333
95130,268902218.2,54843.49335,58837,4903.083333,53600,4466.666667,4903.083333
95131,459570007.5,51659.32977,106754,8896.166667,98415,8201.25,8896.166667
95132,672913133.2,56486.4054,142954,11912.83333,135255,11271.25,11912.83333
95133,404092165.5,50826.53934,95405,7950.416667,78867,6572.25,7950.416667
95134,474673981.4,39974.79,142492,11874.33333,94228,7852.333333,11874.33333
95135,457481852.9,63586.98367,86335,7194.583333,82056,6838,7194.583333
95136,806390084.5,55465.20207,174464,14538.66667,129642,10803.5,14538.66667
95138,421805599.5,72812.9811,69516,5793,66228,5519,5793
95139,140896417.2,63024.4532,26827,2235.583333,25393,2116.083333,2235.583333
95140,3490953.68,32574.99546,1286,107.1666667,0,0,107.1666667
95141,0,0,0,0,,0,0
95148,733824362.3,63843.66121,137929,11494.08333,134618,11218.16667,11494.08333
95202,108316048.8,36982.6605,35146,2928.833333,24921,2076.75,2928.833333
95203,309009905.1,56090.984,66109,5509.083333,63700,5308.333333,5509.083333
95204,709714892.2,62627.4282,135988,11332.33333,132239,11019.91667,11332.33333
95205,633348370,61343.2269,123896,10324.66667,121207,10100.58333,10324.66667
95206,1056470222,62292.48843,203518,16959.83333,199891,16657.58333,16959.83333
95207,1073777382,57954.30605,222336,18528,202465,16872.08333,18528
95209,904721028,70340.61795,154344,12862,153810,12817.5,12862
95210,718113322.2,62763.45689,137299,11441.58333,135699,11308.25,11441.58333
95211,0,0,0,0,,0,0
95212,568111287.2,79678.07116,85561,7130.083333,81989,6832.416667,7130.083333
95215,406501754.8,62363.63362,78219,6518.25,62292,5191,6518.25
95219,697827456.5,63600.75251,131664,10972,129662,10805.16667,10972
95220,140500275.1,59176.69796,28491,2374.25,11939,994.9166667,2374.25
95222,73134067.03,32230.66599,27229,2269.083333,,0,2269.083333
95223,99934037.29,13901.28727,86266,7188.833333,,0,7188.833333
95224,6483693.944,29096.60708,2674,222.8333333,,0,222.8333333
95225,29318159.33,39064.83589,9006,750.5,,0,750.5
95227,23763068.18,55531.99963,5135,427.9166667,1294,107.8333333,427.9166667
95228,70233024.26,26419.11825,31901,2658.416667,,0,2658.416667
95229,4400739.596,28731.70574,1838,153.1666667,,0,153.1666667
95230,5533298.404,32405.84717,2049,170.75,,0,170.75
95231,54279314.37,66167.3885,9844,820.3333333,8074,672.8333333,820.3333333
95232,5853224.584,30236.20104,2323,193.5833333,,0,193.5833333
95233,6052345.492,24257.89776,2994,249.5,,0,249.5
95236,82892562.64,54145.70528,18371,1530.916667,7458,621.5,1530.916667
95237,78625061.48,69899.29899,13498,1124.833333,12166,1013.833333,1124.833333
95240,624325879.5,47763.28809,25653,2137.75,156855,13071.25,13071.25
95242,476790549.8,50973.19789,16273,1356.083333,112245,9353.75,9353.75
95245,19243905.19,31358.8895,7364,613.6666667,,0,613.6666667
95246,21424773.7,30515.99815,8425,702.0833333,,0,702.0833333
95247,61341031.54,28989.14534,25392,2116,,0,2116
95248,16337229.22,30484.64478,6431,535.9166667,,0,535.9166667
95249,72653956.58,48881.33432,17836,1486.333333,8663,721.9166667,1486.333333
95251,8671703.772,30988.81634,3358,279.8333333,,0,279.8333333
95252,165187022.3,35879.67253,55247,4603.916667,2992,249.3333333,4603.916667
95254,16282446.14,35531.79737,5499,458.25,,0,458.25
95255,28349782.55,27422.00473,12406,1033.833333,,0,1033.833333
95257,6731910.12,26339.39401,3067,255.5833333,,0,255.5833333
95258,107184829.9,77943.15591,16502,1375.166667,16341,1361.75,1375.166667
95301,693777378.1,65297.20655,125899,10491.58333,127499,10624.91667,10624.91667
95303,0,0,0,0,0,0,0
95304,263662382.2,70020.55031,45186,3765.5,33267,2772.25,3765.5
95306,13759838.54,28701.21023,5753,479.4166667,,0,479.4166667
95307,445177731.7,37887.19782,0,0,141001,11750.08333,11750.08333
95309,3265956.164,27736.35808,1413,117.75,,0,117.75
95310,24289304.66,35003.20114,8327,693.9166667,,0,693.9166667
95311,28291730.78,24943.11729,13611,1134.25,,0,1134.25
95313,4831440.176,42693.13852,0,0,1358,113.1666667,113.1666667
95315,92989177.24,36146.22548,,0,30871,2572.583333,2572.583333
95316,62559682.07,39575.94944,0,0,18969,1580.75,1580.75
95317,9119423,45559.14904,2402,200.1666667,,0,200.1666667
95318,5271369.4,26356.847,2400,200,,0,200
95319,35948570.27,35849.98282,,0,12033,1002.75,1002.75
95320,240181604.5,59257.76665,48638,4053.166667,33697,2808.083333,4053.166667
95321,71394537.3,20900.04019,40992,3416,,0,3416
95322,174754047,52672.45785,39813,3317.75,27809,2317.416667,3317.75
95323,6617011.536,38677.12539,,0,2053,171.0833333,171.0833333
95324,62270251.55,36326.8361,0,0,20570,1714.166667,1714.166667
95325,0,0,0,0,,0,0
95326,95240836.71,41130.38617,,0,27787,2315.583333,2315.583333
95327,73844356.72,29873.31964,29663,2471.916667,,0,2471.916667
95328,37976783.38,32918.3329,,0,13844,1153.666667,1153.666667
95329,31719797.89,28516.45001,13348,1112.333333,,0,1112.333333
95330,385927395,64565.14527,67555,5629.583333,71728,5977.333333,5977.333333
95333,27580277.6,32710.35098,10118,843.1666667,0,0,843.1666667
95334,209798139.1,60450.39664,37388,3115.666667,41647,3470.583333,3470.583333
95335,5775819.952,9138.95562,7584,632,,0,632
95336,970471907,61194.40734,190306,15858.83333,181797,15149.75,15858.83333
95337,734043684.3,63042.7647,139723,11643.58333,132526,11043.83333,11643.58333
95338,142481308.8,27361.22686,62489,5207.416667,,0,5207.416667
95340,789232435.4,64609.0979,146586,12215.5,136727,11393.91667,12215.5
95341,418104202.4,58679.23265,81821,6818.416667,85503,7125.25,7125.25
95345,7741292.316,24634.18398,3771,314.25,,0,314.25
95346,24339829.55,16265.40929,17957,1496.416667,,0,1496.416667
95348,580224724.6,58049.56225,104771,8730.916667,119944,9995.333333,9995.333333
95350,735491739.6,40440.89073,,0,218242,18186.83333,18186.83333
95351,419683351.8,38583.29417,,0,130528,10877.33333,10877.33333
95354,311515618.3,37219.96734,,0,100435,8369.583333,8369.583333
95355,807684709.1,40413.36676,,0,239827,19985.58333,19985.58333
95356,469979377.9,45361.88577,0,0,124328,10360.66667,10360.66667
95357,105828695,41393.23143,0,0,30680,2556.666667,2556.666667
95358,269774238.6,40236.28601,,0,80457,6704.75,6704.75
95360,227894162.3,58308.56374,46901,3908.416667,41066,3422.166667,3908.416667
95361,660506952.5,63252.81251,125308,10442.33333,103408,8617.333333,10442.33333
95363,262288506.4,40464.13243,4860,405,77784,6482,6482
95364,9230480.188,9209.758232,12027,1002.25,,0,1002.25
95365,71256439.04,56974.76469,15008,1250.666667,14288,1190.666667,1250.666667
95366,342600514.3,64911.04856,54091,4507.583333,63336,5278,5278
95367,442352188.4,59056.40894,63341,5278.416667,89884,7490.333333,7490.333333
95368,148154134.5,36624.22211,,0,48543,4045.25,4045.25
95369,12493740.87,34174.80977,4387,365.5833333,,0,365.5833333
95370,349296010.7,28149.35883,148904,12408.66667,,0,12408.66667
95372,20889059,28023.33236,8945,745.4166667,,0,745.4166667
95374,24236473.25,46128.10134,6305,525.4166667,,0,525.4166667
95375,4017769.892,9898.016568,4871,405.9166667,,0,405.9166667
95376,1039421334,62598.14511,199256,16604.66667,191586,15965.5,16604.66667
95377,635509961.8,71543.60979,106594,8882.833333,103115,8592.916667,8882.833333
95379,44292779.05,26319.05663,20195,1682.916667,,0,1682.916667
95380,420382484,35764.55021,,0,141050,11754.16667,11754.16667
95382,472421991.5,40580.56177,,0,139699,11641.58333,11641.58333
95383,56484789.94,19659.4199,34478,2873.166667,,0,2873.166667
95385,0,0,0,0,0,0,0
95386,85577656.43,34787.66522,0,0,29520,2460,2460
95387,13757125.29,41804.38173,3949,329.0833333,3002,250.1666667,329.0833333
95388,193177536.5,57779.92118,40120,3343.333333,35788,2982.333333,3343.333333
95389,9624108.98,22269.43844,5186,432.1666667,,0,432.1666667
95391,223631315.6,47264.35921,0,0,56778,4731.5,4731.5
95401,718466712.9,55482.91131,155392,12949.33333,134430,11202.5,12949.33333
95403,870111330.7,57822.71061,180575,15047.91667,159804,13317,15047.91667
95404,952698692.2,62328.31561,183422,15285.16667,155119,12926.58333,15285.16667
95405,567653568.4,62742.061,108569,9047.416667,101437,8453.083333,9047.416667
95407,661121502.1,60133.3881,131931,10994.25,124037,10336.41667,10994.25
95409,777146880.2,67286.9006,138597,11549.75,130682,10890.16667,11549.75
95410,13960157.06,36592.81011,4578,381.5,,0,381.5
95412,3834054.164,40287.78456,1142,95.16666667,,0,95.16666667
95415,13799595.16,24543.52185,6747,562.25,,0,562.25
95417,0,0,0,0,,0,0
95419,6602100.58,27508.75242,2880,240,,0,240
95420,3704295.804,29360.33662,1514,126.1666667,,0,126.1666667
95421,19918437.12,23307.77625,10255,854.5833333,,0,854.5833333
95422,224161644.2,31341.41623,85827,7152.25,,0,7152.25
95423,67961028.06,29023.53595,28099,2341.583333,,0,2341.583333
95425,237294973.8,56364.60186,50520,4210,38510,3209.166667,4210
95426,27111390.33,25325.91343,12846,1070.5,,0,1070.5
95427,2915246.92,34948.01502,1001,83.41666667,,0,83.41666667
95428,29194771.18,38393.12374,9125,760.4166667,,0,760.4166667
95429,0,0,0,0,,0,0
95432,2412778.74,18418.15832,1572,131,,0,131
95435,4707048.484,34006.37075,1661,138.4166667,,0,138.4166667
95436,114255193.7,46851.50097,29264,2438.666667,12277,1023.083333,2438.666667
95437,155525081.1,26016.23973,71736,5978,,0,5978
95439,15985757.03,67784.12876,2830,235.8333333,2142,178.5,235.8333333
95441,38959492.11,51005.22641,9166,763.8333333,3357,279.75,763.8333333
95442,86027107,53303.31409,19367,1613.916667,11029,919.0833333,1613.916667
95443,4684140.316,28899.58036,1945,162.0833333,,0,162.0833333
95444,18142640.56,66416.0118,3278,273.1666667,3041,253.4166667,273.1666667
95445,28780916.05,24541.39079,14073,1172.75,,0,1172.75
95446,78278121.06,27049.19667,34727,2893.916667,,0,2893.916667
95448,320432034.9,62962.52589,30473,2539.416667,61071,5089.25,5089.25
95449,24973143.26,48233.98023,6213,517.75,2504,208.6666667,517.75
95450,6598917.184,21326.961,3713,309.4166667,,0,309.4166667
95451,166868565.1,32699.02318,61238,5103.166667,,0,5103.166667
95452,42275225.9,60638.6219,8366,697.1666667,4448,370.6666667,697.1666667
95453,150818452.3,31463.66419,57521,4793.416667,,0,4793.416667
95454,28115477.1,36672.36143,9200,766.6666667,,0,766.6666667
95456,9972699.372,34007.49999,3519,293.25,,0,293.25
95457,42999886.95,34005.44638,15174,1264.5,,0,1264.5
95458,46028429.33,30103.61631,18348,1529,,0,1529
95459,7620029.836,21849.54792,4185,348.75,,0,348.75
95460,34374385.07,28571.90697,14437,1203.083333,,0,1203.083333
95461,30928063.76,31174.86478,11905,992.0833333,,0,992.0833333
95462,25162923.37,27166.44898,11115,926.25,,0,926.25
95463,361347.86,42932.41901,101,8.416666667,,0,8.416666667
95464,38328944.25,29536.81807,15572,1297.666667,,0,1297.666667
95465,24798811.79,41895.78228,7103,591.9166667,,0,591.9166667
95466,9975835,27614.76817,4335,361.25,,0,361.25
95467,77220209.99,32647.80044,28383,2365.25,,0,2365.25
95468,11704221.13,25723.56293,5460,455,,0,455
95469,19370504.04,33392.62297,6961,580.0833333,,0,580.0833333
95470,113271877.8,55787.50396,24365,2030.416667,9766,813.8333333,2030.416667
95471,11248671.36,24900.21331,5421,451.75,,0,451.75
95472,339548704.5,68592.23362,59403,4950.25,41011,3417.583333,4950.25
95476,933466577.7,66359.79012,168801,14066.75,146356,12196.33333,14066.75
95480,0,0,0,0,,0,0
95482,536836846.1,63752.29745,58777,4898.083333,101048,8420.666667,8420.666667
95485,34864365.33,32537.90512,12858,1071.5,,0,1071.5
95486,2278540.424,15759.3574,1735,144.5833333,,0,144.5833333
95488,4344731.616,27469.32529,1898,158.1666667,,0,158.1666667
95490,237081910.2,50150.41553,56729,4727.416667,27586,2298.833333,4727.416667
95492,607912677.9,67084.3377,108743,9061.916667,99512,8292.666667,9061.916667
95493,0,0,0,0,,0,0
95494,1642471.972,23242.52791,848,70.66666667,,0,70.66666667
95497,31644331.28,17718.81738,21431,1785.916667,,0,1785.916667
95501,619998827.1,63445.921,117265,9772.083333,111506,9292.166667,9772.083333
95503,688385212.5,73775.97862,111969,9330.75,103032,8586,9330.75
95511,8515249.924,54996.23202,1858,154.8333333,,0,154.8333333
95514,0,0,0,0,,0,0
95518,14898873.32,42905.32274,4167,347.25,,0,347.25
95519,457122439.7,69354.67458,79093,6591.083333,70560,5880,6591.083333
95521,437028585.3,56031.10168,93597,7799.75,79735,6644.583333,7799.75
95524,52798291.74,78248.67246,8097,674.75,5977,498.0833333,674.75
95525,41656442.53,57929.92356,8629,719.0833333,6958,579.8333333,719.0833333
95526,12344906.02,25519.18557,5805,483.75,0,0,483.75
95527,11378286.42,31731.21939,4303,358.5833333,,0,358.5833333
95528,33490696.5,75557.1269,5319,443.25,3267,272.25,443.25
95536,30954946.91,26591.69325,13969,1164.083333,,0,1164.083333
95537,10734951.18,67163.40678,1918,159.8333333,1771,147.5833333,159.8333333
95540,347539137,65401.69121,63767,5313.916667,57373,4781.083333,5313.916667
95542,42529600.76,52430.16325,9734,811.1666667,,0,811.1666667
95546,221636856.4,247662.0054,10739,894.9166667,,0,894.9166667
95547,31596527.53,64014.57545,5923,493.5833333,3432,286,493.5833333
95549,18258714.08,56821.7243,3856,321.3333333,0,0,321.3333333
95550,0,0,0,0,,0,0
95551,34679628.36,55420.9003,7509,625.75,4340,361.6666667,625.75
95552,5847741.5,31481.78466,2229,185.75,0,0,185.75
95553,17418273.65,57501.86624,3635,302.9166667,,0,302.9166667
95554,11399461.29,49135.60902,2784,232,,0,232
95555,5294983.852,33076.42177,1921,160.0833333,,0,160.0833333
95556,7688894.232,29908.17854,3085,257.0833333,,0,257.0833333
95558,6397114.444,41382.95058,1855,154.5833333,,0,154.5833333
95560,29441032.28,48703.11377,7254,604.5,,0,604.5
95562,86082827.22,65661.95822,15732,1311,14508,1209,1311
95563,10956378.97,33868.2503,3882,323.5,,0,323.5
95564,0,0,0,0,0,0,0
95565,17465690.23,57913.31383,3619,301.5833333,2740,228.3333333,301.5833333
95568,0,0,0,0,,0,0
95569,4536772.624,37135.92871,1466,122.1666667,,0,122.1666667
95570,49715190.87,42953.58128,13889,1157.416667,,0,1157.416667
95571,6167022.812,49633.98641,1491,124.25,,0,124.25
95573,34015545.03,34786.64909,11734,977.8333333,,0,977.8333333
95585,8480041.496,36499.46125,2788,232.3333333,,0,232.3333333
95587,0,0,0,0,,0,0
95589,8223479.568,70186.16985,1406,117.1666667,,0,117.1666667
95595,0,0,0,0,,0,0
95601,4453502.764,28171.86777,1897,158.0833333,,0,158.0833333
95602,315149303.5,45004.18463,84032,7002.666667,19267,1605.583333,7002.666667
95603,718946642.8,64052.50284,134692,11224.33333,103163,8596.916667,11224.33333
95605,281833556.1,56926.48835,59410,4950.833333,54784,4565.333333,4950.833333
95606,8914668.88,38999.64512,2743,228.5833333,0,0,228.5833333
95607,5717044.84,35956.25686,1908,159,0,0,159
95608,1032776774,50304.10317,,0,246368,20530.66667,20530.66667
95610,581200678.4,42710.22034,,0,163296,13608,13608
95612,22831766.7,51393.95992,5331,444.25,1830,152.5,444.25
95613,5303913.056,27781.29929,2291,190.9166667,,0,190.9166667
95614,52201791.64,32033.82765,19555,1629.583333,,0,1629.583333
95615,0,0,0,0,,0,0
95616,903051506.2,52237.50452,207449,17287.41667,181187,15098.91667,17287.41667
95618,529457935.5,56274.42584,112902,9408.5,109377,9114.75,9408.5
95619,56752901.49,29008.59641,23477,1956.416667,,0,1956.416667
95620,402967129.5,58370.71997,82843,6903.583333,71226,5935.5,6903.583333
95621,490509649.4,39112.48301,,0,150492,12541,12541
95623,55992520.23,33123.50223,20285,1690.416667,,0,1690.416667
95624,750058642.7,45428.73149,,0,198128,16510.66667,16510.66667
95625,2893703.552,27107.29323,1281,106.75,,0,106.75
95626,43077872.02,51222.20216,2877,239.75,10092,841,841
95627,68707272.65,56689.16885,14544,1212,10175,847.9166667,1212
95628,749528869.9,51383.05258,,0,175045,14587.08333,14587.08333
95629,12352467.01,30079.05928,4928,410.6666667,,0,410.6666667
95630,1168610766,45608.62388,0,0,307471,25622.58333,25622.58333
95631,78045385.13,33753.0047,27747,2312.25,,0,2312.25
95632,303061468.2,42215.48769,4069,339.0833333,86147,7178.916667,7178.916667
95633,39979076.16,31934.29501,15023,1251.916667,,0,1251.916667
95634,38395812.63,29444.64159,15648,1304,0,0,1304
95635,14797731.4,32070.21435,5537,461.4166667,0,0,461.4166667
95636,14822147.68,23948.53536,7427,618.9166667,,0,618.9166667
95637,5979526.588,36684.2122,1956,163,,0,163
95640,153499729.5,49783.69606,37000,3083.333333,20098,1674.833333,3083.333333
95641,38254718.8,46732.83371,9823,818.5833333,4479,373.25,818.5833333
95642,166549588.6,51393.6192,38888,3240.666667,23885,1990.416667,3240.666667
95645,15063444.32,32871.67336,5499,458.25,,0,458.25
95648,1286297301,63304.88829,243829,20319.08333,221316,18443,20319.08333
95650,301863669.9,64570.91996,56099,4674.916667,27898,2324.833333,4674.916667
95651,10726198.63,30903.81357,4165,347.0833333,,0,347.0833333
95652,9007037.792,38795.56838,,0,2786,232.1666667,232.1666667
95653,6126682.736,39044.181,1883,156.9166667,,0,156.9166667
95656,8573840.788,32724.58316,3144,262,,0,262
95658,100180602,42553.08569,28251,2354.25,2707,225.5833333,2354.25
95659,9094617.76,32842.43549,3323,276.9166667,,0,276.9166667
95660,374965086.8,42237.29282,0,0,106531,8877.583333,8877.583333
95661,508440908.5,46611.38836,1259,104.9166667,130897,10908.08333,10908.08333
95662,465859766.8,47786.61539,,0,116985,9748.75,9748.75
95663,50455207.83,46399.1489,13049,1087.416667,3414,284.5,1087.416667
95664,21026671.78,36775.98912,6861,571.75,,0,571.75
95665,65085032.78,30287.36935,25787,2148.916667,,0,2148.916667
95666,81995669.07,23486.60975,41894,3491.166667,,0,3491.166667
95667,469102641.4,31625.60786,177996,14833,,0,14833
95668,11048499.56,37075.50188,3576,298,,0,298
95669,32523149.88,31430.92523,12417,1034.75,,0,1034.75
95670,769481180.2,41563.24737,,0,222162,18513.5,18513.5
95672,62196382.4,35982.86515,20742,1728.5,,0,1728.5
95673,175079070.9,41505.96332,,0,50618,4218.166667,4218.166667
95674,9191675.512,35986.98406,3065,255.4166667,,0,255.4166667
95675,5058835.92,28235.36327,2150,179.1666667,,0,179.1666667
95676,5442378.84,40066.59269,1630,135.8333333,,0,135.8333333
95677,658370430.1,68261.46263,115738,9644.833333,110080,9173.333333,9644.833333
95678,623405646.7,39365.52948,0,0,190036,15836.33333,15836.33333
95679,0,0,0,0,,0,0
95681,21803584.12,46514.3128,5625,468.75,2333,194.4166667,468.75
95682,392468326.4,34723.25995,135633,11302.75,,0,11302.75
95684,46525121,30757.02137,18152,1512.666667,,0,1512.666667
95685,104105049,48037.39861,26006,2167.166667,13050,1087.5,2167.166667
95686,22422063.36,58378.12113,4609,384.0833333,3548,295.6666667,384.0833333
95687,1315923861,59868.4665,263763,21980.25,256903,21408.58333,21980.25
95688,832904910.8,60456.92001,165322,13776.83333,137488,11457.33333,13776.83333
95689,19746294.9,27965.95524,8473,706.0833333,,0,706.0833333
95690,21445392.42,33482.26763,7686,640.5,0,0,640.5
95691,814490817.2,63017.91657,155097,12924.75,140304,11692,12924.75
95692,103225971.1,56569.92527,21897,1824.75,16267,1355.583333,1824.75
95694,168885861,52113.20251,38889,3240.75,27957,2329.75,3240.75
95695,818470320.2,57853.32832,169768,14147.33333,141342,11778.5,14147.33333
95697,9648801.832,59621.84448,1942,161.8333333,1692,141,161.8333333
95698,0,0,0,0,0,0,0
95701,11875210.1,24422.02591,5835,486.25,,0,486.25
95703,21376063.99,34011.23945,7542,628.5,,0,628.5
95709,61682310.01,30764.2444,24060,2005,,0,2005
95713,123894807.3,33264.07176,44695,3724.583333,,0,3724.583333
95714,5301719.14,21624.9591,2942,245.1666667,,0,245.1666667
95715,2612237.436,17357.05938,1806,150.5,,0,150.5
95717,2462300.508,26595.50504,1111,92.58333333,,0,92.58333333
95720,3307289.132,7748.432172,5122,426.8333333,,0,426.8333333
95721,1472069.868,5570.746899,3171,264.25,,0,264.25
95722,83240332.98,47493.53346,21032,1752.666667,2457,204.75,1752.666667
95724,0,0,0,0,,0,0
95726,110380318.9,27319.04354,48485,4040.416667,,0,4040.416667
95728,25598250.22,16328.88596,18812,1567.666667,,0,1567.666667
95735,3787094.808,6304.819325,7208,600.6666667,,0,600.6666667
95736,4131962.708,29869.60994,1660,138.3333333,,0,138.3333333
95742,173108544,41480.51135,,0,50079,4173.25,4173.25
95746,793066348.3,113167.2059,80323,6693.583333,84095,7007.916667,7007.916667
95747,1050295100,45972.99007,5893,491.0833333,274151,22845.91667,22845.91667
95757,595636912.8,42905.0792,,0,166592,13882.66667,13882.66667
95758,872844267.1,41841.79575,,0,250327,20860.58333,20860.58333
95762,1268343976,82490.34034,184508,15375.66667,158263,13188.58333,15375.66667
95765,905601378.7,68896.71433,157732,13144.33333,156328,13027.33333,13144.33333
95776,434911510.6,57869.24796,90185,7515.416667,87763,7313.583333,7515.416667
95811,65604251.2,25146.16585,,0,31307,2608.916667,2608.916667
95814,103486957.2,49304.9385,,0,25187,2098.916667,2098.916667
95815,299156485.2,40454.79752,0,0,88738,7394.833333,7394.833333
95816,282456794.1,35659.60936,,0,95051,7920.916667,7920.916667
95817,196089127.3,36491.31597,0,0,64483,5373.583333,5373.583333
95818,388981921.9,41800.54325,,0,111668,9305.666667,9305.666667
95819,347934575.7,46690.61548,,0,89423,7451.916667,7451.916667
95820,490688806.4,41161.71516,,0,143052,11921,11921
95821,571307453.3,46543.30665,0,0,147297,12274.75,12274.75
95822,697868471.4,48383.84854,,0,173083,14423.58333,14423.58333
95823,761336335.4,42730.89383,0,0,213804,17817,17817
95824,310929059.1,41462.27549,,0,89989,7499.083333,7499.083333
95825,404379825.5,50022.24462,,0,97008,8084,8084
95826,468099529.1,39478.47173,,0,142285,11857.08333,11857.08333
95827,191188203.8,45915.47313,,0,49967,4163.916667,4163.916667
95828,591131794.3,41841.64552,,0,169534,14127.83333,14127.83333
95829,374986881.5,45411.21372,,0,99091,8257.583333,8257.583333
95830,0,0,,0,0,0,0
95831,631395028.8,45598.7888,,0,166161,13846.75,13846.75
95832,127447405.3,44545.15665,,0,34333,2861.083333,2861.083333
95833,382607052.3,38657.91531,,0,118767,9897.25,9897.25
95834,299507401,33879.01148,0,0,106086,8840.5,8840.5
95835,541088607.6,39980.4397,,0,162406,13533.83333,13533.83333
95837,0,0,0,0,0,0,0
95838,400930053.7,39813.31682,,0,120843,10070.25,10070.25
95841,266469831.9,38784.16416,,0,82447,6870.583333,6870.583333
95842,332008698.8,38448.81236,,0,103621,8635.083333,8635.083333
95843,606869416.4,42688.93212,,0,170593,14216.08333,14216.08333
95864,564096184.4,61257.65104,,0,110503,9208.583333,9208.583333
95901,674673483.7,55511.92921,145844,12153.66667,113277,9439.75,12153.66667
95903,0,0,0,0,,0,0
95910,0,0,0,0,,0,0
95912,85571085.84,55409.72534,18532,1544.333333,12386,1032.166667,1544.333333
95913,5025057.12,34203.45175,1763,146.9166667,,0,146.9166667
95914,18498594.74,36159.49452,6139,511.5833333,,0,511.5833333
95915,0,0,0,0,0,0,0
95916,26138922.56,31495.84002,9959,829.9166667,,0,829.9166667
95917,52431828.26,64684.069,6131,510.9166667,9727,810.5833333,810.5833333
95918,33420000.9,35502.83382,11296,941.3333333,,0,941.3333333
95919,15879164.8,29405.86075,6480,540,,0,540
95920,3062218.82,29420.83734,1249,104.0833333,0,0,104.0833333
